"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVN","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2004",3.19980706240188,
"SVN","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2005",4.85995231901855,
"SVN","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2006",7.38586381128281,
"SVN","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2007",7.07506842229519,
"SVN","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2008",3.43453674385158,
"SVN","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2009",-8.13415306323081,
"SVN","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2010",1.35635466982066,
"SVN","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2011",1.91837443648395,
"SVN","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2012",-4.77165297419917,
"SVN","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2013",0.338064242128346,
"SVN","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2014",3.46512714084058,
"SVN","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2015",5.56027190894302,
"SVN","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2016",5.58747301556927,
"SVN","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2017",7.57846099015595,
"SVN","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2018",5.93726524598113,
"SVN","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2019",3.44199711304339,
"SVN","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2020",-7.88618295138307,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","1995",4.6924116198923,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","1996",4.36039192980948,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","1997",4.30833541814648,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","1998",4.12752248052092,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","1999",3.46792360282631,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2000",3.53327023951508,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2001",3.17751418674231,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2002",3.41125654242394,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2003",2.57293785465551,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2004",2.7693318892891,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2005",2.76143512660049,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2006",2.41197827836261,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2007",2.33758061944275,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2008",2.08782604545088,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2009",2.07518633196141,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2010",2.1729498656641,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2011",2.46087493682009,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2012",2.26157713413765,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2013",2.28062524580776,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2014",2.33345692210552,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2015",2.42495168608781,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2016",2.28619847308508,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2017",2.11744879673172,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2018",2.57802864217537,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2019",2.23733393434892,
"SVN","VAACTY","AGRFORTFISH","PC_VA","A","2020",2.40040854729113,
"SVN","VAACTY","CONSTR","PC_VA","A","1995",5.76984099170257,
"SVN","VAACTY","CONSTR","PC_VA","A","1996",6.22681196021975,
"SVN","VAACTY","CONSTR","PC_VA","A","1997",6.44738752253707,
"SVN","VAACTY","CONSTR","PC_VA","A","1998",6.38600792471397,
"SVN","VAACTY","CONSTR","PC_VA","A","1999",6.9625796420016,
"SVN","VAACTY","CONSTR","PC_VA","A","2000",6.5183921492435,
"SVN","VAACTY","CONSTR","PC_VA","A","2001",6.143381060203,
"SVN","VAACTY","CONSTR","PC_VA","A","2002",5.87443255485108,
"SVN","VAACTY","CONSTR","PC_VA","A","2003",6.09362149752442,
"SVN","VAACTY","CONSTR","PC_VA","A","2004",6.07016989191585,
"SVN","VAACTY","CONSTR","PC_VA","A","2005",6.47547270493645,
"SVN","VAACTY","CONSTR","PC_VA","A","2006",7.02051750201291,
"SVN","VAACTY","CONSTR","PC_VA","A","2007",7.92694690468095,
"SVN","VAACTY","CONSTR","PC_VA","A","2008",8.27258591007583,
"SVN","VAACTY","CONSTR","PC_VA","A","2009",7.747023503823,
"SVN","VAACTY","CONSTR","PC_VA","A","2010",6.34306454765045,
"SVN","VAACTY","CONSTR","PC_VA","A","2011",5.86223886151312,
"SVN","VAACTY","CONSTR","PC_VA","A","2012",5.7817429370546,
"SVN","VAACTY","CONSTR","PC_VA","A","2013",5.2616348879255,
"SVN","VAACTY","CONSTR","PC_VA","A","2014",5.69376594013401,
"SVN","VAACTY","CONSTR","PC_VA","A","2015",5.38305393284806,
"SVN","VAACTY","CONSTR","PC_VA","A","2016",5.18939692449485,
"SVN","VAACTY","CONSTR","PC_VA","A","2017",5.35865897617266,
"SVN","VAACTY","CONSTR","PC_VA","A","2018",5.72443778743826,
"SVN","VAACTY","CONSTR","PC_VA","A","2019",5.9745984345944,
"SVN","VAACTY","CONSTR","PC_VA","A","2020",6.03158525084875,
"SVN","VAACTY","INDUSENRG","PC_VA","A","1995",28.7070031733076,
"SVN","VAACTY","INDUSENRG","PC_VA","A","1996",28.7038877191614,
"SVN","VAACTY","INDUSENRG","PC_VA","A","1997",28.943259667847,
"SVN","VAACTY","INDUSENRG","PC_VA","A","1998",29.5709883634782,
"SVN","VAACTY","INDUSENRG","PC_VA","A","1999",28.9839730030628,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2000",28.3702995262061,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2001",28.6745680206399,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2002",28.4385310492926,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2003",28.4624998471597,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2004",28.4148263255574,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2005",27.4451707875942,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2006",27.2637628934746,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2007",27.0598849833608,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2008",25.7513063140315,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2009",23.5351900841518,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2010",24.0690274534379,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2011",24.9288549617451,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2012",25.7715011437191,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2013",26.5419286012409,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2014",26.8560452568449,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2015",27.0330801536047,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2016",27.0982222191829,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2017",27.2624275559168,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2018",26.7631693150032,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2019",27.1298740680474,
"SVN","VAACTY","INDUSENRG","PC_VA","A","2020",27.1803683896171,
"SVN","VAACTY","MFG","PC_VA","A","1995",25.121457457941,
"SVN","VAACTY","MFG","PC_VA","A","1996",25.2597987009587,
"SVN","VAACTY","MFG","PC_VA","A","1997",25.527963073446,
"SVN","VAACTY","MFG","PC_VA","A","1998",25.680989720192,
"SVN","VAACTY","MFG","PC_VA","A","1999",25.5017678624963,
"SVN","VAACTY","MFG","PC_VA","A","2000",24.8028429360249,
"SVN","VAACTY","MFG","PC_VA","A","2001",24.9930287255965,
"SVN","VAACTY","MFG","PC_VA","A","2002",24.6649556877469,
"SVN","VAACTY","MFG","PC_VA","A","2003",24.7853867047807,
"SVN","VAACTY","MFG","PC_VA","A","2004",24.4376538260789,
"SVN","VAACTY","MFG","PC_VA","A","2005",23.4660468926383,
"SVN","VAACTY","MFG","PC_VA","A","2006",23.2996476361707,
"SVN","VAACTY","MFG","PC_VA","A","2007",23.2552587341567,
"SVN","VAACTY","MFG","PC_VA","A","2008",21.9318815743052,
"SVN","VAACTY","MFG","PC_VA","A","2009",19.5722419352344,
"SVN","VAACTY","MFG","PC_VA","A","2010",20.0547766776908,
"SVN","VAACTY","MFG","PC_VA","A","2011",20.9166207825047,
"SVN","VAACTY","MFG","PC_VA","A","2012",21.5737944121378,
"SVN","VAACTY","MFG","PC_VA","A","2013",22.1671494786504,
"SVN","VAACTY","MFG","PC_VA","A","2014",22.7008985582046,
"SVN","VAACTY","MFG","PC_VA","A","2015",23.0621578702439,
"SVN","VAACTY","MFG","PC_VA","A","2016",23.2838836511433,
"SVN","VAACTY","MFG","PC_VA","A","2017",23.6788119576661,
"SVN","VAACTY","MFG","PC_VA","A","2018",23.3099498184147,
"SVN","VAACTY","MFG","PC_VA","A","2019",23.6217502585018,
"SVN","VAACTY","MFG","PC_VA","A","2020",23.3675388113351,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","1995",3.07293169635071,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","1996",3.10721209248991,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","1997",3.09454578226898,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","1998",3.15346902493963,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","1999",3.44095125427005,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2000",3.28562731841138,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2001",3.15712667615529,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2002",2.9094313253788,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2003",2.82330440862396,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2004",2.87852033252066,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2005",2.95428394575233,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2006",2.80472561815003,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2007",2.64332688413145,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2008",2.60968828672637,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2009",2.74583690460013,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2010",2.76201796084606,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2011",2.76116173786888,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2012",2.74393919814913,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2013",2.71847312063888,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2014",2.60955776721559,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2015",2.52223001289374,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2016",2.58359355636518,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2017",2.51971548893926,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2018",2.45996092025491,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2019",2.49983127915984,
"SVN","VAACTY","OTHSERVACT","PC_VA","A","2020",2.14038937175491,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","1995",18.6811457892344,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","1996",18.2378093004855,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","1997",19.3223093761444,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","1998",18.8406242304707,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","1999",18.2774199102116,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2000",18.3003836508268,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2001",18.5490531280191,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2002",18.6653486921941,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2003",18.9078430868814,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2004",18.8130390972233,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2005",19.2296606742721,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2006",19.583025322864,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2007",20.1936129910338,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2008",20.5545098414422,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2009",20.1296267701719,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2010",19.9162670551715,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2011",20.0298716964679,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2012",19.8248308563011,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2013",20.0063867305484,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2014",19.9713531385352,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2015",20.3992912001226,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2016",20.7000271026304,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2017",20.9136406692482,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2018",21.0623692916636,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2019",20.87694410827,
"SVN","VAACTY","WHLEHTELTRANSP","PC_VA","A","2020",19.1243101227888,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","1994",7.90000000075963,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","1995",-19.9000000010659,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","1996",24.0000000020623,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","1997",0.900000000314811,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","1998",-5.3000000007437,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","1999",6.20000000089514,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2000",4.69999999819327,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2001",-3.29999999898997,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2002",6.5000000001638,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2003",0.681069612939084,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2004",0.859439978215033,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2005",2.80978559786951,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2006",-5.46278026496845,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2007",2.97916202693652,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2008",19.4115080729665,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2009",-1.89228169612452,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2010",-0.300341420114355,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2011",1.99403019207664,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2012",1.76339726694199,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2013",4.47989938411046,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2014",6.80147059123515,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2015",-5.87956893866017,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2016",-10.0811328933431,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2017",21.074785804969,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2018",-4.75233448449637,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2019",-6.88900944914951,
"ZAF","VAACTY","AGRFORTFISH","AGRWTH","A","2020",13.064094542244,
"ZAF","VAACTY","CONSTR","AGRWTH","A","1994",2.8986264186266,
"ZAF","VAACTY","CONSTR","AGRWTH","A","1995",3.5488829739368,
"ZAF","VAACTY","CONSTR","AGRWTH","A","1996",2.01597339122018,
"ZAF","VAACTY","CONSTR","AGRWTH","A","1997",3.44272362812695,
"ZAF","VAACTY","CONSTR","AGRWTH","A","1998",-5.89437502954178,
"ZAF","VAACTY","CONSTR","AGRWTH","A","1999",-1.35735439259396,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2000",5.64923692841786,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2001",4.92564175315469,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2002",5.80933465925407,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2003",7.6873230783284,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2004",9.10847189263377,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2005",11.9212794979304,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2006",10.4362259457511,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2007",15.5195980752117,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2008",9.87422427429891,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2009",8.54373450636383,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2010",0.73197941442819,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2011",0.426231647716612,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2012",2.5766007204229,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2013",4.56440242873733,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2014",3.48754290830973,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2015",1.83978238886201,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2016",1.1799979138074,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2017",-0.575871362008203,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2018",-1.23216129125501,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2019",-3.26446434823617,
"ZAF","VAACTY","CONSTR","AGRWTH","A","2020",-20.3299487856152,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","1994",1.96089371432845,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","1995",1.67056795055953,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","1996",1.33579339790295,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","1997",2.39746840161964,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","1998",-0.803394155427669,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","1999",-0.365718168674265,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2000",3.70523241668108,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2001",1.18234192739117,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2002",2.14854201638917,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2003",0.854113895767715,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2004",3.71150700310364,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2005",4.06967672637725,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2006",3.43113932214718,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2007",2.94474161320826,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2008",-1.00912095836878,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2009",-7.86973918238992,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2010",5.31049825759527,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2011",1.55507601733445,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2012",0.127080501469243,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2013",1.82334890733694,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2014",-0.488587265931553,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2015",0.662016029531584,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2016",-1.10038748133885,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2017",1.35713870550363,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2018",0.04245804154452,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2019",-1.27694536200089,
"ZAF","VAACTY","INDUSENRG","AGRWTH","A","2020",-10.7352859429274,
"ZAF","VAACTY","MFG","AGRWTH","A","1994",2.70000000003313,
"ZAF","VAACTY","MFG","AGRWTH","A","1995",6.49999999993,
"ZAF","VAACTY","MFG","AGRWTH","A","1996",1.39999999992113,
"ZAF","VAACTY","MFG","AGRWTH","A","1997",2.70000000023413,
"ZAF","VAACTY","MFG","AGRWTH","A","1998",-0.200000000328188,
"ZAF","VAACTY","MFG","AGRWTH","A","1999",0.600000000256785,
"ZAF","VAACTY","MFG","AGRWTH","A","2000",8.1000000000602,
"ZAF","VAACTY","MFG","AGRWTH","A","2001",3.19999999985338,
"ZAF","VAACTY","MFG","AGRWTH","A","2002",2.7999999998552,
"ZAF","VAACTY","MFG","AGRWTH","A","2003",-1.50423701877094,
"ZAF","VAACTY","MFG","AGRWTH","A","2004",4.89463885693693,
"ZAF","VAACTY","MFG","AGRWTH","A","2005",6.20416863062821,
"ZAF","VAACTY","MFG","AGRWTH","A","2006",6.43818433739178,
"ZAF","VAACTY","MFG","AGRWTH","A","2007",5.35233007532342,
"ZAF","VAACTY","MFG","AGRWTH","A","2008",2.31506208700238,
"ZAF","VAACTY","MFG","AGRWTH","A","2009",-10.6269670881295,
"ZAF","VAACTY","MFG","AGRWTH","A","2010",5.9073327938066,
"ZAF","VAACTY","MFG","AGRWTH","A","2011",3.03401861128444,
"ZAF","VAACTY","MFG","AGRWTH","A","2012",2.09644940626781,
"ZAF","VAACTY","MFG","AGRWTH","A","2013",1.01847542632011,
"ZAF","VAACTY","MFG","AGRWTH","A","2014",0.347593008737272,
"ZAF","VAACTY","MFG","AGRWTH","A","2015",-0.449073281690755,
"ZAF","VAACTY","MFG","AGRWTH","A","2016",0.819890783526743,
"ZAF","VAACTY","MFG","AGRWTH","A","2017",-0.185890097037814,
"ZAF","VAACTY","MFG","AGRWTH","A","2018",0.964228668856059,
"ZAF","VAACTY","MFG","AGRWTH","A","2019",-0.789044251955202,
"ZAF","VAACTY","MFG","AGRWTH","A","2020",-11.5853478977927,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","1994",4.87094182008583,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","1995",5.51704664157876,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","1996",2.65820042663632,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","1997",-0.032717766358975,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","1998",6.21122066120404,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","1999",3.86913590677191,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2000",4.81803345612984,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2001",2.24826689612688,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2002",2.46375258843868,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2003",5.55793612762325,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2004",1.74674053207071,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2005",3.79692322124311,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2006",5.22109056967106,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2007",5.50925178652659,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2008",3.76143495101073,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2009",-0.805010920785579,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2010",0.369016653717516,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2011",2.46706771956609,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2012",2.13220704547697,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2013",2.6103755391771,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2014",1.77784664514502,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2015",0.877402812240685,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2016",1.75107551996337,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2017",1.30453766401334,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2018",1.00500611314111,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2019",0.972834064856589,
"ZAF","VAACTY","OTHSERVACT","AGRWTH","A","2020",-2.2804097005781,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1994",2.49999999992348,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1995",5.89999999982931,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1996",3.70000000005074,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1997",0.40000000003083,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1998",1.30000000007899,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1999",7.59999999988949,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2000",8.10000000005633,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2001",1.89999999985328,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2002",2.29999999990375,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2003",2.66576065663875,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2004",5.39777789613486,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2005",7.0466309866886,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2006",5.96055016057061,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2007",5.5986028017931,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2008",1.75291953287255,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2009",-1.11732305641172,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2010",4.42692933757593,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2011",4.07880115964356,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2012",3.95188257784677,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2013",2.00285134159955,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2014",1.43235185699388,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2015",2.05839076178323,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2016",1.6632840421725,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2017",-0.274787170765011,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2018",0.569658833891071,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2019",0.011845858705931,
"ZAF","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2020",-9.13089514360142,
"ZAF","VAACTY","AGRFORTFISH","PC_VA","A","1993",4.16538656433546,
"ZAF","VAACTY","AGRFORTFISH","PC_VA","A","1994",4.60449449308187,
"ZAF","VAACTY","AGRFORTFISH","PC_VA","A","1995",3.86432121255208,
"ZAF","VAACTY","AGRFORTFISH","PC_VA","A","1996",4.20802161686563,
"ZAF","VAACTY","AGRFORTFISH","PC_VA","A","1997",4.02803759846941,
"ZAF","VAACTY","AGRFORTFISH","PC_VA","A","1998",3.78372694293225,
"ZAF","VAACTY","AGRFORTFISH","PC_VA","A","1999",3.55670704869203,
